Time_s,Pressure,LowLimit,HighLimit,Motor1,Motor2,Cycle
4.062,66,65,145,235,235,0
4.117,67,65,145,235,235,0
4.172,67,65,145,235,235,0
4.228,66,65,145,235,235,0
4.282,66,65,145,235,235,0
4.337,65,65,145,235,235,0
4.392,68,65,145,235,235,0
4.448,64,65,145,235,235,0
4.503,65,65,145,235,235,1
4.558,68,65,145,235,235,1
4.614,65,65,145,235,235,1
4.668,68,65,145,235,235,1
4.723,65,65,145,235,235,1
4.779,68,65,145,235,235,1
4.834,68,65,145,235,235,1
4.889,69,65,145,235,235,1
4.944,73,65,145,235,235,1
5,72,65,145,235,235,1
5.054,75,65,145,235,235,1
5.109,76,65,145,235,235,1
5.165,79,65,145,235,235,1
5.22,82,65,145,235,235,1
5.275,82,65,145,235,235,1
5.33,86,65,145,235,235,1
5.386,88,65,145,235,235,1
5.44,89,65,145,235,235,1
5.495,93,65,145,235,235,1
5.551,96,65,145,235,235,1
5.606,98,65,145,235,235,1
5.661,102,65,145,235,235,1
5.716,103,65,145,235,235,1
5.772,107,65,145,235,235,1
5.826,110,65,145,235,235,1
5.881,110,65,145,235,235,1
5.931,115,65,145,235,235,1
5.986,118,65,145,235,235,1
6.04,117,65,145,235,235,1
6.095,125,65,145,235,235,1
6.145,124,65,145,235,235,1
6.2,127,65,145,235,235,1
6.254,131,65,145,235,235,1
6.309,130,65,145,235,235,1
6.359,133,65,145,235,235,1
6.413,135,65,145,235,235,1
6.468,137,65,145,235,235,1
6.523,140,65,145,235,235,1
6.573,139,65,145,235,235,1
6.627,144,65,145,235,235,1
6.682,142,65,145,235,235,1
6.737,141,65,145,-235,-235,1
6.787,133,65,145,-235,-235,1
6.841,127,65,145,-235,-235,1
6.896,118,65,145,-235,-235,1
6.951,112,65,145,-235,-235,1
7.001,106,65,145,-235,-235,1
7.055,101,65,145,-235,-235,1
7.11,98,65,145,-235,-235,1
7.165,93,65,145,-235,-235,1
7.215,92,65,145,-235,-235,1
7.269,89,65,145,-235,-235,1
7.324,86,65,145,-235,-235,1
7.379,85,65,145,-235,-235,1
7.435,85,65,145,-235,-235,1
7.49,85,65,145,-235,-235,1
7.545,81,65,145,-235,-235,1
7.601,81,65,145,-235,-235,1
7.655,81,65,145,-235,-235,1
7.71,78,65,145,-235,-235,1
7.766,80,65,145,-235,-235,1
7.821,77,65,145,-235,-235,1
7.876,75,65,145,-235,-235,1
7.931,77,65,145,-235,-235,1
7.987,73,65,145,-235,-235,1
8.041,69,65,145,-235,-235,1
8.096,70,65,145,-235,-235,1
8.152,67,65,145,-235,-235,1
8.207,69,65,145,-235,-235,1
8.262,67,65,145,-235,-235,1
8.317,65,65,145,235,235,2
8.373,67,65,145,235,235,2
8.427,66,65,145,235,235,2
8.482,66,65,145,235,235,2
8.538,67,65,145,235,235,2
8.593,67,65,145,235,235,2
8.648,67,65,145,235,235,2
8.704,66,65,145,235,235,2
8.759,67,65,145,235,235,2
8.813,67,65,145,235,235,2
8.868,66,65,145,235,235,2
8.924,70,65,145,235,235,2
8.979,69,65,145,235,235,2
9.034,68,65,145,235,235,2
9.09,73,65,145,235,235,2
9.145,72,65,145,235,235,2
9.199,73,65,145,235,235,2
9.254,76,65,145,235,235,2
9.31,77,65,145,235,235,2
9.365,80,65,145,235,235,2
9.42,83,65,145,235,235,2
9.476,86,65,145,235,235,2
9.531,89,65,145,235,235,2
9.585,89,65,145,235,235,2
9.64,94,65,145,235,235,2
9.696,95,65,145,235,235,2
9.751,99,65,145,235,235,2
9.806,100,65,145,235,235,2
9.862,104,65,145,235,235,2
9.917,110,65,145,235,235,2
9.971,110,65,145,235,235,2
10.027,112,65,145,235,235,2
10.082,116,65,145,235,235,2
10.137,118,65,145,235,235,2
10.192,119,65,145,235,235,2
10.248,124,65,145,235,235,2
10.303,126,65,145,235,235,2
10.358,130,65,145,235,235,2
10.414,133,65,145,235,235,2
10.469,134,65,145,235,235,2
10.524,135,65,145,235,235,2
10.579,136,65,145,235,235,2
10.635,138,65,145,235,235,2
10.69,142,65,145,235,235,2
10.744,145,65,145,235,235,2
10.8,144,65,145,235,235,2
10.855,146,65,145,-235,-235,2
10.91,143,65,145,-235,-235,2
10.966,130,65,145,-235,-235,2
11.021,127,65,145,-235,-235,2
11.076,116,65,145,-235,-235,2
11.131,109,65,145,-235,-235,2
11.187,108,65,145,-235,-235,2
11.242,100,65,145,-235,-235,2
11.297,97,65,145,-235,-235,2
11.353,95,65,145,-235,-235,2
11.408,90,65,145,-235,-235,2
11.463,91,65,145,-235,-235,2
11.518,88,65,145,-235,-235,2
11.574,87,65,145,-235,-235,2
11.628,85,65,145,-235,-235,2
11.683,82,65,145,-235,-235,2
11.739,82,65,145,-235,-235,2
11.794,83,65,145,-235,-235,2
11.849,80,65,145,-235,-235,2
11.905,79,65,145,-235,-235,2
11.96,78,65,145,-235,-235,2
12.015,78,65,145,-235,-235,2
12.07,76,65,145,-235,-235,2
12.126,76,65,145,-235,-235,2
12.18,73,65,145,-235,-235,2
12.235,70,65,145,-235,-235,2
12.291,67,65,145,-235,-235,2
12.346,66,65,145,-235,-235,2
12.401,67,65,145,-235,-235,2
12.456,65,65,145,235,235,3
12.512,66,65,145,235,235,3
12.567,66,65,145,235,235,3
12.622,68,65,145,235,235,3
12.677,66,65,145,235,235,3
12.732,67,65,145,235,235,3
12.787,66,65,145,235,235,3
12.843,65,65,145,235,235,3
12.898,65,65,145,235,235,3
12.953,65,65,145,235,235,3
13.008,66,65,145,235,235,3
13.064,67,65,145,235,235,3
13.119,67,65,145,235,235,3
13.174,70,65,145,235,235,3
13.229,72,65,145,235,235,3
13.284,73,65,145,235,235,3
13.339,75,65,145,235,235,3
13.394,78,65,145,235,235,3
13.45,80,65,145,235,235,3
13.505,81,65,145,235,235,3
13.56,83,65,145,235,235,3
13.616,84,65,145,235,235,3
13.671,89,65,145,235,235,3
13.725,91,65,145,235,235,3
13.78,95,65,145,235,235,3
13.83,98,65,145,235,235,3
13.884,100,65,145,235,235,3
13.939,102,65,145,235,235,3
13.995,105,65,145,235,235,3
14.05,109,65,145,235,235,3
14.105,111,65,145,235,235,3
14.16,112,65,145,235,235,3
14.21,115,65,145,235,235,3
14.264,118,65,145,235,235,3
14.319,122,65,145,235,235,3
14.374,121,65,145,235,235,3
14.424,126,65,145,235,235,3
14.479,129,65,145,235,235,3
14.534,131,65,145,235,235,3
14.588,130,65,145,235,235,3
14.638,135,65,145,235,235,3
14.693,136,65,145,235,235,3
14.748,139,65,145,235,235,3
14.803,139,65,145,235,235,3
14.858,142,65,145,235,235,3
14.913,145,65,145,235,235,3
14.968,144,65,145,235,235,3
15.024,142,65,145,-235,-235,3
15.079,134,65,145,-235,-235,3
15.134,127,65,145,-235,-235,3
15.19,119,65,145,-235,-235,3
15.245,111,65,145,-235,-235,3
15.3,107,65,145,-235,-235,3
15.355,103,65,145,-235,-235,3
15.411,97,65,145,-235,-235,3
15.466,95,65,145,-235,-235,3
15.521,94,65,145,-235,-235,3
15.577,90,65,145,-235,-235,3
15.632,87,65,145,-235,-235,3
15.687,85,65,145,-235,-235,3
15.741,83,65,145,-235,-235,3
15.791,83,65,145,-235,-235,3
15.846,82,65,145,-235,-235,3
15.901,83,65,145,-235,-235,3
15.955,83,65,145,-235,-235,3
16.005,81,65,145,-235,-235,3
16.06,80,65,145,-235,-235,3
16.115,80,65,145,-235,-235,3
16.169,76,65,145,-235,-235,3
16.219,76,65,145,-235,-235,3
16.274,73,65,145,-235,-235,3
16.329,72,65,145,-235,-235,3
16.384,68,65,145,-235,-235,3
16.439,67,65,145,-235,-235,3
16.494,67,65,145,-235,-235,3
16.549,68,65,145,235,235,4
16.605,67,65,145,235,235,4
16.66,67,65,145,235,235,4
16.715,66,65,145,235,235,4
16.771,66,65,145,235,235,4
16.826,66,65,145,235,235,4
16.88,66,65,145,235,235,4
16.935,67,65,145,235,235,4
16.985,67,65,145,235,235,4
17.04,67,65,145,235,235,4
17.094,68,65,145,235,235,4
17.149,68,65,145,235,235,4
17.199,71,65,145,235,235,4
17.253,73,65,145,235,235,4
17.308,74,65,145,235,235,4
17.363,76,65,145,235,235,4
17.413,79,65,145,235,235,4
17.467,81,65,145,235,235,4
17.522,83,65,145,235,235,4
17.577,87,65,145,235,235,4
17.627,88,65,145,235,235,4
17.681,91,65,145,235,235,4
17.736,94,65,145,235,235,4
17.792,95,65,145,235,235,4
17.847,100,65,145,235,235,4
17.902,104,65,145,235,235,4
17.957,103,65,145,235,235,4
18.013,109,65,145,235,235,4
18.068,110,65,145,235,235,4
18.123,112,65,145,235,235,4
18.179,117,65,145,235,235,4
18.234,116,65,145,235,235,4
18.289,121,65,145,235,235,4
18.344,125,65,145,235,235,4
18.399,126,65,145,235,235,4
18.454,127,65,145,235,235,4
18.509,130,65,145,235,235,4
18.565,133,65,145,235,235,4
18.62,135,65,145,235,235,4
18.675,136,65,145,235,235,4
18.731,139,65,145,235,235,4
18.786,138,65,145,235,235,4
18.841,142,65,145,235,235,4
18.896,145,65,145,235,235,4
18.952,143,65,145,235,235,4
19.007,143,65,145,-235,-235,4
19.062,136,65,145,-235,-235,4
19.118,126,65,145,-235,-235,4
19.173,118,65,145,-235,-235,4
19.228,114,65,145,-235,-235,4
19.283,107,65,145,-235,-235,4
19.338,101,65,145,-235,-235,4
19.393,101,65,145,-235,-235,4
19.448,96,65,145,-235,-235,4
19.504,95,65,145,-235,-235,4
19.559,90,65,145,-235,-235,4
19.614,86,65,145,-235,-235,4
19.67,84,65,145,-235,-235,4
19.725,85,65,145,-235,-235,4
19.78,84,65,145,-235,-235,4
19.835,82,65,145,-235,-235,4
19.891,82,65,145,-235,-235,4
19.946,82,65,145,-235,-235,4
20,79,65,145,-235,-235,4
20.056,77,65,145,-235,-235,4
20.111,77,65,145,-235,-235,4
20.166,77,65,145,-235,-235,4
20.221,72,65,145,-235,-235,4
20.277,70,65,145,-235,-235,4
20.332,70,65,145,-235,-235,4
20.387,71,65,145,-235,-235,4
20.443,69,65,145,-235,-235,4
20.498,67,65,145,235,235,5
20.552,66,65,145,235,235,5
20.608,67,65,145,235,235,5
20.663,66,65,145,235,235,5
20.718,65,65,145,235,235,5
20.773,66,65,145,235,235,5
20.829,66,65,145,235,235,5
20.884,66,65,145,235,235,5
20.939,66,65,145,-235,-235,5
20.995,68,65,145,-235,-235,5
21.05,68,65,145,-235,-235,5
21.104,67,65,145,235,235,5
21.159,68,65,145,235,235,5
21.209,68,65,145,235,235,5
21.264,70,65,145,235,235,5
21.318,69,65,145,235,235,5
21.373,69,65,145,235,235,5
21.423,70,65,145,235,235,5
21.477,70,65,145,235,235,5
21.532,73,65,145,235,235,5
21.587,74,65,145,235,235,5
21.637,75,65,145,235,235,5
21.691,77,65,145,235,235,5
21.746,80,65,145,235,235,5
21.801,80,65,145,235,235,5
21.851,83,65,145,235,235,5
21.905,87,65,145,235,235,5
21.96,89,65,145,235,235,5
22.016,93,65,145,235,235,5
22.071,94,65,145,235,235,5
22.126,97,65,145,235,235,5
22.181,99,65,145,235,235,5
22.237,101,65,145,235,235,5
22.292,107,65,145,235,235,5
22.347,110,65,145,235,235,5
22.403,110,65,145,235,235,5
22.458,114,65,145,235,235,5
22.512,116,65,145,235,235,5
22.567,119,65,145,235,235,5
22.617,123,65,145,235,235,5
22.672,125,65,145,235,235,5
22.727,127,65,145,235,235,5
22.782,128,65,145,235,235,5
22.837,130,65,145,235,235,5
22.892,134,65,145,235,235,5
22.947,135,65,145,235,235,5
23.003,138,65,145,235,235,5
23.058,140,65,145,235,235,5
23.113,138,65,145,235,235,5
23.169,142,65,145,235,235,5
23.224,143,65,145,235,235,5
23.279,141,65,145,235,235,5
23.334,144,65,145,-235,-235,5
23.39,135,65,145,-235,-235,5
23.445,128,65,145,-235,-235,5
23.5,119,65,145,-235,-235,5
23.556,115,65,145,-235,-235,5
23.611,109,65,145,-235,-235,5
23.666,102,65,145,-235,-235,5
23.721,101,65,145,-235,-235,5
23.777,97,65,145,-235,-235,5
23.831,93,65,145,-235,-235,5
23.886,91,65,145,-235,-235,5
23.936,86,65,145,-235,-235,5
23.991,88,65,145,-235,-235,5
24.045,86,65,145,-235,-235,5
24.1,82,65,145,-235,-235,5
24.15,84,65,145,-235,-235,5
24.205,83,65,145,-235,-235,5
24.26,83,65,145,-235,-235,5
24.314,80,65,145,-235,-235,5
24.364,79,65,145,-235,-235,5
24.419,78,65,145,-235,-235,5
24.474,76,65,145,-235,-235,5
24.528,75,65,145,-235,-235,5
24.578,73,65,145,-235,-235,5
24.633,71,65,145,-235,-235,5
24.688,69,65,145,-235,-235,5
24.742,68,65,145,-235,-235,5
24.792,68,65,145,-235,-235,5
24.847,68,65,145,235,235,6
24.902,66,65,145,235,235,6
24.956,67,65,145,235,235,6
25.006,68,65,145,235,235,6
25.061,67,65,145,235,235,6
25.115,66,65,145,235,235,6
25.17,66,65,145,235,235,6
25.22,67,65,145,235,235,6
25.275,68,65,145,235,235,6
25.329,70,65,145,235,235,6
25.384,71,65,145,235,235,6
25.434,71,65,145,235,235,6
25.488,73,65,145,235,235,6
25.543,73,65,145,235,235,6
25.598,73,65,145,235,235,6
25.648,76,65,145,235,235,6
25.702,79,65,145,235,235,6
25.757,81,65,145,235,235,6
25.812,86,65,145,235,235,6
25.862,86,65,145,235,235,6
25.916,88,65,145,235,235,6
25.971,89,65,145,235,235,6
26.027,93,65,145,235,235,6
26.082,96,65,145,235,235,6
26.137,100,65,145,235,235,6
26.192,101,65,145,235,235,6
26.248,105,65,145,235,235,6
26.303,108,65,145,235,235,6
26.358,111,65,145,235,235,6
26.414,114,65,145,235,235,6
26.469,115,65,145,235,235,6
26.523,116,65,145,235,235,6
26.578,120,65,145,235,235,6
26.628,125,65,145,235,235,6
26.683,126,65,145,235,235,6
26.738,129,65,145,235,235,6
26.793,130,65,145,235,235,6
26.848,131,65,145,235,235,6
26.903,133,65,145,235,235,6
26.958,136,65,145,235,235,6
27.008,136,65,145,235,235,6
27.063,140,65,145,235,235,6
27.117,141,65,145,235,235,6
27.172,143,65,145,235,235,6
27.222,144,65,145,235,235,6
27.277,145,65,145,235,235,6
27.332,144,65,145,235,235,6
27.387,143,65,145,235,235,6
27.442,144,65,145,235,235,6
27.497,144,65,145,235,235,6
27.552,145,65,145,-235,-235,6
27.608,138,65,145,-235,-235,6
27.663,132,65,145,-235,-235,6
27.718,122,65,145,-235,-235,6
27.773,118,65,145,-235,-235,6
27.823,111,65,145,-235,-235,6
27.878,106,65,145,-235,-235,6
27.933,104,65,145,-235,-235,6
27.987,97,65,145,-235,-235,6
28.037,94,65,145,-235,-235,6
28.092,92,65,145,-235,-235,6
28.147,92,65,145,-235,-235,6
28.201,87,65,145,-235,-235,6
28.251,86,65,145,-235,-235,6
28.306,83,65,145,-235,-235,6
28.361,85,65,145,-235,-235,6
28.416,84,65,145,-235,-235,6
28.471,83,65,145,-235,-235,6
28.526,81,65,145,-235,-235,6
28.581,79,65,145,-235,-235,6
28.637,76,65,145,-235,-235,6
28.692,76,65,145,-235,-235,6
28.747,73,65,145,-235,-235,6
28.803,73,65,145,-235,-235,6
28.858,73,65,145,-235,-235,6
28.913,70,65,145,-235,-235,6
28.968,69,65,145,-235,-235,6
29.023,67,65,145,-235,-235,6
29.078,68,65,145,-235,-235,6
29.133,68,65,145,-235,-235,6
29.189,67,65,145,-235,-235,6
29.244,66,65,145,-235,-235,6
29.299,65,65,145,235,235,7
29.355,65,65,145,235,235,7
29.41,67,65,145,235,235,7
29.465,66,65,145,235,235,7
29.519,66,65,145,235,235,7
29.569,65,65,145,235,235,7
29.624,65,65,145,235,235,7
29.679,66,65,145,235,235,7
29.733,67,65,145,235,235,7
29.783,67,65,145,235,235,7
29.838,67,65,145,235,235,7
29.892,67,65,145,235,235,7
29.947,68,65,145,235,235,7
29.997,68,65,145,235,235,7
30.052,69,65,145,235,235,7
30.106,68,65,145,235,235,7
30.161,71,65,145,235,235,7
30.211,73,65,145,235,235,7
30.266,73,65,145,235,235,7
30.32,75,65,145,235,235,7
30.375,77,65,145,235,235,7
30.425,78,65,145,235,235,7
30.479,80,65,145,235,235,7
30.534,83,65,145,235,235,7
30.589,85,65,145,235,235,7
30.639,87,65,145,235,235,7
30.693,89,65,145,235,235,7
30.748,91,65,145,235,235,7
30.803,94,65,145,235,235,7
30.853,97,65,145,235,235,7
30.907,99,65,145,235,235,7
30.962,101,65,145,235,235,7
31.017,103,65,145,235,235,7
31.067,107,65,145,235,235,7
31.122,110,65,145,235,235,7
31.176,112,65,145,235,235,7
31.232,114,65,145,235,235,7
31.287,117,65,145,235,235,7
31.342,118,65,145,235,235,7
31.397,122,65,145,235,235,7
31.447,127,65,145,235,235,7
31.501,125,65,145,235,235,7
31.556,127,65,145,235,235,7
31.611,132,65,145,235,235,7
31.661,133,65,145,235,235,7
31.716,134,65,145,235,235,7
31.771,138,65,145,235,235,7
31.826,138,65,145,235,235,7
31.881,137,65,145,235,235,7
31.936,142,65,145,235,235,7
31.991,139,65,145,235,235,7
32.047,141,65,145,235,235,7
32.102,142,65,145,235,235,7
32.157,142,65,145,235,235,7
32.212,141,65,145,-235,-235,7
32.268,135,65,145,-235,-235,7
32.323,129,65,145,-235,-235,7
32.378,120,65,145,-235,-235,7
32.434,115,65,145,-235,-235,7
32.489,108,65,145,-235,-235,7
32.544,104,65,145,-235,-235,7
32.6,100,65,145,-235,-235,7
32.655,95,65,145,-235,-235,7
32.71,92,65,145,-235,-235,7
32.765,90,65,145,-235,-235,7
32.82,88,65,145,-235,-235,7
32.875,87,65,145,-235,-235,7
32.93,87,65,145,-235,-235,7
32.986,85,65,145,-235,-235,7
33.041,83,65,145,-235,-235,7
33.096,82,65,145,-235,-235,7
33.152,81,65,145,-235,-235,7
33.207,80,65,145,-235,-235,7
33.262,78,65,145,-235,-235,7
33.317,77,65,145,-235,-235,7
33.372,75,65,145,-235,-235,7
33.427,73,65,145,-235,-235,7
33.482,72,65,145,-235,-235,7
33.538,72,65,145,-235,-235,7
33.593,70,65,145,-235,-235,7
33.648,69,65,145,-235,-235,7
33.703,69,65,145,-235,-235,7
33.759,67,65,145,-235,-235,7
33.814,66,65,145,235,235,8
33.869,64,65,145,235,235,8
33.924,66,65,145,235,235,8
33.979,66,65,145,235,235,8
34.034,66,65,145,235,235,8
34.089,66,65,145,235,235,8
34.145,66,65,145,235,235,8
34.2,68,65,145,235,235,8
34.255,66,65,145,235,235,8
34.311,66,65,145,235,235,8
34.366,67,65,145,235,235,8
34.42,67,65,145,235,235,8
34.476,69,65,145,235,235,8
34.531,70,65,145,235,235,8
34.586,69,65,145,235,235,8
34.641,73,65,145,235,235,8
34.697,75,65,145,235,235,8
34.752,77,65,145,235,235,8
34.807,77,65,145,235,235,8
34.863,80,65,145,235,235,8
34.917,81,65,145,235,235,8
34.972,83,65,145,235,235,8
35.027,87,65,145,235,235,8
35.077,89,65,145,235,235,8
35.131,91,65,145,235,235,8
35.186,94,65,145,235,235,8
35.241,96,65,145,235,235,8
35.297,98,65,145,235,235,8
35.352,103,65,145,235,235,8
35.407,103,65,145,235,235,8
35.463,108,65,145,235,235,8
35.518,111,65,145,235,235,8
35.573,112,65,145,235,235,8
35.629,116,65,145,235,235,8
35.684,115,65,145,235,235,8
35.739,120,65,145,235,235,8
35.794,123,65,145,235,235,8
35.849,123,65,145,235,235,8
35.904,127,65,145,235,235,8
35.959,129,65,145,235,235,8
36.015,132,65,145,235,235,8
36.07,131,65,145,235,235,8
36.125,134,65,145,235,235,8
36.18,137,65,145,235,235,8
36.236,135,65,145,235,235,8
36.291,139,65,145,235,235,8
36.346,139,65,145,235,235,8
36.402,138,65,145,235,235,8
36.457,139,65,145,235,235,8
36.512,143,65,145,235,235,8
36.568,142,65,145,235,235,8
36.623,142,65,145,235,235,8
36.678,145,65,145,235,235,8
36.732,145,65,145,235,235,8
36.782,142,65,145,-235,-235,8
36.837,141,65,145,-235,-235,8
36.892,131,65,145,-235,-235,8
36.947,124,65,145,-235,-235,8
37.003,118,65,145,-235,-235,8
37.058,113,65,145,-235,-235,8
37.113,108,65,145,-235,-235,8
37.168,102,65,145,-235,-235,8
37.223,97,65,145,-235,-235,8
37.278,95,65,145,-235,-235,8
37.334,93,65,145,-235,-235,8
37.389,90,65,145,-235,-235,8
37.444,88,65,145,-235,-235,8
37.499,84,65,145,-235,-235,8
37.555,84,65,145,-235,-235,8
37.61,82,65,145,-235,-235,8
37.665,79,65,145,-235,-235,8
37.721,78,65,145,-235,-235,8
37.775,80,65,145,-235,-235,8
37.83,77,65,145,-235,-235,8
37.885,75,65,145,-235,-235,8
37.935,75,65,145,-235,-235,8
37.989,73,65,145,-235,-235,8
38.044,73,65,145,-235,-235,8
38.099,71,65,145,-235,-235,8
38.149,70,65,145,-235,-235,8
38.203,69,65,145,-235,-235,8
38.258,69,65,145,-235,-235,8
38.313,68,65,145,-235,-235,8
38.363,69,65,145,-235,-235,8
38.417,67,65,145,-235,-235,8
38.472,66,65,145,235,235,9
38.528,66,65,145,235,235,9
38.583,68,65,145,235,235,9
38.638,68,65,145,235,235,9
38.693,67,65,145,235,235,9
38.749,67,65,145,-235,-235,9
38.804,68,65,145,-235,-235,9
38.859,69,65,145,-235,-235,9
